Unique ID,Name,URL,Organisations,,,,Typology,Keywords / theme,Platform/Portal/Real time analysis/Tool,Description,"Primary role (data provision (access and viz), decision support, custom analytics, action maps) etc",,,,Data sources,"Level of data access (visualisation only, lin to underlying data, direct download)","Technology (open source, licenced, api, web services ertc)",,,Country,Spatial scale,Commodity data,Update frequency,Intended users,Training required for use? (capacity building),,Availability,,,,,,,,,,,,,,,,Unique ID check,
193 TTI,Seair Exim Solutions,www.seair.co.in ,,,,,Database,Trade,,Provide infomration services to customers,,,,,,,,,,India and USA,,,,,,,,,,,,Trade Tools Inventory JP 2020; search term: Trade data animal skins,,,,,,,,,,,193 TTI,
194 TTI,Foreign Trade Information Service,www.sice.oas.org ,,,,,Data portal,Trade,,"SICE provides access to information on trade policy in the Americas including: full texts of trade agreements in force, new and ongoing trade policy developments, national trade-related legislation, and links to international, regional and national sources ",,,,,,,,,,,,,,,,,,,,,,Trade Tools Inventory JP 2020; search term: Trade data Brazil,,,,,,,,,,,194 TTI,
195 TTI,Statista,www.statista.com ,Statista,,,,Other - Statistics; Digital reports; Visualisation / dashboard; Data services,Trade; Retail; coffee,,"Within just a few years, Statista managed to establish itself as a leading provider of market and consumer data. Over 700 visionaries, experts and doers continuously reinvent Statista, thereby constantly developing successful new products and business models.",,,,,,,,,,,,,,,,,,,,,,Trade Tools Inventory JP 2020; search term: Trade data live animals,,,,,,,,,,,195 TTI,
196 TTI,National Bureau of Statistics China,www.stats.gov.cn ,National Bureau of Statistics China,,,,Other - Statistics,Trade,,,,,,,,,,,,,,,,,,,,,,,,Trade Tools Inventory JP 2020; search term: Trade data China,,,,,,,,,,,196 TTI,
197 TTI,New Zealand Trade Dashboard,https://statisticsnz.shinyapps.io/trade_dashboard/,Stats NZ,,,,Visualisation / dashboard; Data portal,Trade; New Zealand,,This dashboard is developed and maintained by Stats NZ. Goods values are compiled using international merchandise trade statistics concepts. Goods exports are compiled on a free on board basis and goods imports are compiled on a value for duty basis. Services exports and imports are compiled according to the International Monetary Fund's principles in the sixth edition of the Balance of Payments Manual.,,,,,,,,,,New Zealand,,,,,,,,,,,,Trade Tools Inventory JP 2020; search term: Trade data beef,,,,,,,,,,,197 TTI,
198 TTI,Sucden,www.sucden.com ,Sucden,,,,Data services; Visualisation / dashboard,Trade,,"Sucden is an independent market leader in soft commodities. We connect supply and demand effectively, profitably and sustainably. Sucden acts globally throughout the value chain from farming, sourcing and processing to trading and delivery. Our support services for clients and partners include research, financial and risk management solutions, logistics, distribution and merchandising.Our support services for clients and partners include research, financial and risk management solutions, logistics, distribution and merchandising.",,,,,,,,,,,,Sugar; Cocoa; Coffee,,,,,,,,,,Trade Tools Inventory JP 2020; search term: Trade data cocoa,,,,,,,,,,,198 TTI,
199 TTI,The Coffee Guide,www.thecoffeeguide.org ,International Trade Centre,,,,Digital reports,Trade,,"The ITC’s Coffee Exporter’s Guide provides a detailed overview of the world coffee trade and advice on marketing, certification, contracts, logistics, insurance, arbitration, futures markets, hedging, trade credits, risk management, quality control, e-commerce, and more.

The Guide is the world's most extensive, hands-on and neutral source of information on the international coffee trade.",,,,,,,,,,,,Coffee,,,,,,,,,,Trade Tools Inventory JP 2020; search term: Trade data coffee,,,,,,,,,,,199 TTI,
200 TTI, Cameroon ,www.theglobaleconomy.com ,,,,,Other - Statistics; Visualisation / dashboard; Data portal,Trade,,"TheGlobalEconomy.com serves researchers, business people, academics, and investors who need reliable economic data on foreign countries.
We provide up-to-date numbers for GDP, inflation, credit, interest rates, employment, and many other indicators. The data series are updated continuously based on the release dates of individual countries.
We also present over 300 carefully selected indicators from multiple official sources such as the World Bank, the International Monetary Fund, the United Nations, and the World Economic Forum.",,,,,,,,,,,,,,,,,,,,,,Trade Tools Inventory JP 2020; search term: Trade data Cameroon,,,,,,,,,,,200 TTI,
201 TTI,The Government of Hong Kong Special Adminitrative Region Trade and Industry Department,https://www.tid.gov.hk/english/aboutus/publications/tradestat/tradestat_maincontent.html,The Government of Hong Kong Special Adminitrative Region Trade and Industry Department,,,,Other - Statistics,Trade; Hong Kong,,This page is a presenting key statistics of Hong Kong external merchandise trade.,,,,,,,,,,Hong Kong,,,,,,,,,,,,Trade Tools Inventory JP 2020; search term: Trade data beef,,,,,,,,,,,201 TTI,
202 TTI,Timber trade portal,www.timbertradeportal.com ,Association Technique Internationale des Bois Tropicaux (ATIBT); European Timber Trade Federation (ETTF); Form International,International Tropical Timber Organization (ITTO); European Sustainable Tropical Timber Coalition (STTC); French Fund for the World Environment (FFEM); European Union (EU),,,Other - initiative/organisation; Digital reports; Other - Statistics,Trade,,"This web portal is an answer to the numerous questions timber traders have when it comes to legal timber trade, due diligence, country requirements and export. It serves as a central information point, where you can find country profiles on both timber industry and legislation of producer countries, mainly located in tropical Africa, Asia and Latin America. All published profiles have undergone expert review.",,,,,,,,,,,,Timber,,,,,,,,,,Trade Tools Inventory JP 2020; search term: Trade data Democratic republic of Congo,,,,,,,,,,,202 TTI,
203 TTI,International Trade Administration,www.trade.gov,International Trade Administration US Department of Commerce,,,,Database; Digital reports; Other - Statistics,Trade; USA,,ITA publishes a variety of statistics; exporter database; trade data; and research,,,,,,,,,,USA,,,,,,,,,,,,Trade Tools Inventory JP 2020; search term: Trade data beef,,,,,,,,,,,203 TTI,
204 TTI,GlobalTrade Data Pty. Ltd. (GTD),www.tradedata.hk ,,,,,Digital reports; Data portal; Data services,Trade,,"Private company
GlobalTrade Data Pty. Ltd. (GTD) isthe largest provider ofinternational trade data minedfrom more than 200 million rawdata records added each year.GTD has been specialized inproviding the latest, the mostprofessional and comprehensivetrade information service tovarious clients from all overthe world. GTD owns aprofessional trade research teamcomposed of internationalrenowned experts, has intimaterelationships with governmentagencies, and has marketingnetwork in Australia, China,U.S.A, and U.A.E.
 
  
GTD`Sfull scope of trade informationservices ranges frominternational trade Data of 126Countries (SeeCountries covered ), Trade Data StatisticsResearch, and Trader Research toMarket Research. Bycollaborating with our clientthroughout engagements, we buildsupport, ensure momentum andreach workable solutions thatwill have real impact. GTDpresently serves over 600clients in over 50 countriesworldwide.",,,,,,,,,,Asia,,,,,,,,,,,,Trade Tools Inventory JP 2020; search term: Trade data Brazil,,,,,,,,,,,204 TTI,
205 TTI,TradeData International,www.tradedata.net ,,,,,Data services; Visualisation / dashboard,Trade,,"Private company. The principal objective of TradeData is to access the most detailed trade information possible from around the world and to analyse this information to enable clients to make “Better Business Decisions”. The mainstay of the TradeData business is the supply of trade information mostly to manufacturing or similar companies. A typical TradeData file will analyse : 
What is the correct HS Classification code for my product and how has this changed over time; Trade volumes, values, prices, growth and decline;
Major supply countries for imports and major destination countries for exports; Market Segments – both price and volume segments; Port Details – where these are available; and Analysis of Volatility, possible data errors and how to correct them; ",,,,,,,,,,,,,,,,,,,,,,Trade Tools Inventory JP 2020; search term: Trade data visualisation,,,,,,,,,,,205 TTI,
207 TTI,Trade Map,www.trademap.org ,,,,,Visualisation / dashboard,Trade,,"Trade Map provides - in the form of tables, graphs and maps - indicators on export performance, international demand, alternative markets and competitive markets, as well as a directory of importing and exporting companies.
Trade Map covers 220 countries and territories and 5300 products of the Harmonized System. The monthly, quarterly and yearly trade flows are available from the most aggregated level to the tariff line level.",,,,,,,,,,,,,,,,,,,,,,Trade Tools Inventory JP 2020; search term: Trade data live animals,,,,,,,,,,,207 TTI,
208 TTI,Trade Law Centre (TRALAC),www.tralac.org ,Tralac,,,Swiss State Secretariat for Economic Affairs; Swedish International Development Agency (SIDA); United States Agency for International Development (USAID); Australian Volunteers for International Development (AVID),Other - initiative/organisation; Digital reports,Trade,,"tralac (Trade Law Centre) is a public benefit organisation based in the Western Cape region of South Africa. tralac was established in 2002, with the financial support of the Swiss State Secretariat for Economic Affairs (SECO). We develop technical expertise and capacity in trade governance across Africa. We are committed to the principles of rules-based governance at the national, regional and international levels. We believe that better governance and strong institutions are essential elements for inclusive and sustainable growth.
tralac’s activities are anchored on three pillars: i) inform stakeholders through quality, accessible analysis and information provision, ii) capacitate individuals and institutions through partnerships that focus on embedding capacity in institutions, and iii) empower, especially marginalised stakeholders to participate more effectively in trade policy and governance debates and processes.",,,,,,,,,,,,,,,,,,,,,,Trade Tools Inventory JP 2020; search term: Trade data Central African Republic,,,,,,,,,,,208 TTI,
209 TTI,HM Revenue and Customs,www.uktradeinfo.com ,UK Govt,,,,Data source; Other - Statistics; Visualisation / dashboard,Trade,,"Look up data about imports, exports, commodities and traders",,,,,,,,,,,,,,,,,,,,,,Trade Tools Inventory JP 2020; search term: Trade data beef,,,,,,,,,,,209 TTI,
211 TTI,Urner Barry,www.urnerbarry.com,,,,,Data portal,Trade,,Private company,,,,,,,,,,Red meat,,,,,,,,,,,,Trade Tools Inventory JP 2020; search term: Trade data beef,,,,,,,,,,,211 TTI,
212 TTI,US Trade Numbers WorldCity,www.ustradenumbers.com ,,,,,Data portal; Visualisation / dashboard,Trade,,"WorldCity, Inc. generates more than 10 million datasets with the latest U.S. Census Bureau data. Covering more than 200 nations; over 400 airports, seaports and border crossings; and more than 900 export and 900 import commodities.",,,,,,,,,,,,,,,,,,,,,,Trade Tools Inventory JP 2020; search term: Trade data Gabon,,,,,,,,,,,212 TTI,
213 TTI,Vietnam Trades,www.vietnamtrades.com ,,,,,Database,Trade,,"We are a leading market research source of Vietnam import export data with customs-based shipment details. Since 2011, we have been successfully serving our clients with the quality, 100% authentic, comprehensive, up-to-date and low-priced Vietnam trade data. Our clients include – importers, exporters, manufacturers, wholesalers, market research agencies, logistics companies, financial institutions, sales & marketing teams, media groups, NGOs and other businesses. 

We collect Vietnam import export statistics from Vietnamese Customs and other valid sources in raw form. Our qualified team of database specialists filter every shipment detail in order to make the report error-free and original. They also put value-added fields in the report to provide complete market intelligence information on Vietnam’s trade.",,,,,,,,,,,,,,,,,,,,,,Trade Tools Inventory JP 2020; search term: Trade data rattan,,,,,,,,,,,213 TTI,
215 TTI,Volza,www.volza.com ,Volza,,,,Data services; Visualisation / dashboard; Flexible analysis platform,Trade; Company,,"Volza helps you plan business growth with easy, simple and quick dashboards to discover actual buyers, supplier, monitor competition, prices, quantity based on actual shipment records with bill of entry and shipping bills filed at over 78+ countries customs.",,,,,,,,,,,,,,,,,,,,,,Trade Tools Inventory JP 2020; search term: Trade data Brazil,,,,,,,,,,,215 TTI,
217 TTI,World Coffee Portal,www.worldcoffeeportal.com ,,,,,Digital reports; Visualisation / dashboard; Data services,Trade,,"Allegra World Coffee Portal is the leading information platform for the coffee industry.
We have more than 20 years' experience analysing the global coffee market and are the only specialist information platform built for senior coffee industry leaders.
We are a global network of coffee professionals producing unparalleled insight into the branded coffee chain market.",,,,,,,,,,,,Coffee,,,,,,,,,,Trade Tools Inventory JP 2020; search term: Trade data coffee,,,,,,,,,,,217 TTI,
218 TTI,Worlds Top Exports,www.worldstopexports.com ,,,,,Other - Statistics; Digital reports,Trade,,WorldsTopExports.com (WTEx) is an educational portal designed to share key business metrics and insights. Our articles empower researchers to monitor the pulse of global trade in products and services by country.,,,,,,,,,,,,,,,,,,,,,,Trade Tools Inventory JP 2020; search term: Trade data Cameroon,,,,,,,,,,,218 TTI,
219 TTI, global-trade-data ,www.xportmine.com ,,,,,Data portal,Trade,,"Xportmine tracks trade activity across the globe to provide you the shipping histories of buyers, suppliers and logistics involved in the import-export business. The bill of lading information lets you keep pace
with your competitors. With Xportmine you can Access our database; Analyze shipment records and Forecast your strategies. Our motto is to help buyers and suppliers with international import export data and market research that could be easily used for their global marketing, prospecting and sourcing strategies. ",,,,,,,,,,,,,,,,,,,,,,Trade Tools Inventory JP 2020; search term: Trade data China,,,,,,,,,,,219 TTI,
220 TTI,Law Enforcement Management Information System (LEMIS) ,https://zenodo.org/record/3565869#.XzZ5cNOWxPZ,Ecohealth Alliance; United States Fish and Wildlife Service,,,CERN; OpenAIRE; EU,Data source; Digital reports,Trade; UK,,"Shared here are United States Fish and Wildlife Service (USFWS) Law Enforcement Management Information System (LEMIS) data on wildlife and wildlife product imports into the United States. This data was obtained via Freedom of Information Act (FOIA) requests by EcoHealth Alliance.
Data were curated, cleaned, and made accessible via an R package interface.",,,,,,,,,,UK,,,,,,,,,,,,Trade Tools Inventory JP 2020; search term: Trade data wildlife,,,,,,,,,,,220 TTI,
4,Global Federation of Competitiveness Council (GFCC) competitiveness decoder ,http://decoder.thegfcc.org,Global Federation of Competitiveness Councils (GFCC),,Global Federation of Competitiveness Councils,Brazilian Agency for Industrial Development,Decision-support tool,Trade,"GDP
Export and import
Tax rate and payment
Central government
Account balance
Inflation, consumer prices
Labor
Population",Provided data that were related to global competitiveness indicators.,,,,,UN Statistics Division (UN Comtrade),,,,,,Global,Coffee; Palm oil,,,,,,,,,,"Puspitaloka,D., Pumomo, H. and Ekadinata, A. (2019) in TRADE Hub Indonesia. 2019. TRADE Hub Indonesia Scoping Studies. TRADE Hub.",,,,,,,,,,,4,
5,Global Economic Dynamics ,http://viz.ged-project.de,,,Dr Jan Arpe; 9elements; Prognos; Raureif; Prof Boris Muller,Unspecified,Decision-support tool,Trade,"Trade flow
Migration
Bank claims",Platform that mostly emphasized trade flow and migration.,,,,,"UN Statistics Division (UN Comtrade)
OECD
European Commission",,,,,,Global,,,,,,,,,,,"Puspitaloka,D., Pumomo, H. and Ekadinata, A. (2019) in TRADE Hub Indonesia. 2019. TRADE Hub Indonesia Scoping Studies. TRADE Hub.",,,,,,,,,,,5,
322,Global Forest Watch,https://www.globalforestwatch.org/,World Resources Institute,see: https://www.globalforestwatch.org/about,"World Resources Institute
Bobolink Foundation
BlueRaster
Center for Global Development
Carto
Danida
ESRI
GEF
Google
Imazon
Norwegian Ministry of Climate and Environment
Ministry of Foreign Affairs of the Netherlands
OSFAC
ScanEx
The Jane Goodall Institute
Swedish International Development Cooperation Agency
The Tilia Fund
USAID
UK aid
UNEP
University of Maryland
Vizzuality
Transparent World
Global Forest Watch Canada",Cargill; GEF; IDB; Generation Foundation; IDB Invest; MacArthur Foundation; Norwegian Ministry of Climate and Environment; UK Aid; USAID,Data source,Trade; Earth observation,Platform,"Global Forest Watch (GFW) is an online platform that provides data and tools for monitoring forests. By harnessing cutting-edge technology, GFW allows anyone to access near real-time information about where and how forests are changing around the world.",X,X,,,UNEP-WCMC; IUCN; Birdlife International; NHM; World Database of Key Biodiversity Areas; Conservation International; WWF; Resolve; Hansen; University of Maryland; Google; USGS; NASA; WRI; CGD; GLAD; CIAT; ESA; UClouvain; Pan-Tropical; Global Mangrove Watch; Various sources,,,,,,Global; Regional; National; Local,,,Governments; Industry; Financial institutions; Investors/Philanthropy; NGOs; Media; General public; Science and Research; Indigenous peoples,Yes - training modules and 'How To Portal',Available for commercial use under license or written permission,,X,X,,,Encore Feb 2020,https://www.globalforestwatch.org/,"Global Forest Watch (GFW) is an online platform that provides data and tools for monitoring forests. By harnessing cutting-edge technology, GFW allows anyone to access near real-time information about where and how forests are changing around the world.",,,,,,,"Habitats (forests; impacts)
also: various bidiversity indicators, biodiversity sites, birds, tigers",Broad scope including finance sector,322,
7,Hanse ,http://hanse.biz,,,Hanse International Trade Analytics,Unspecified,Decision-support tool,Trade,"Market report on share, contribution and specialization","Platform focus on market report on share, contribution and specialization. Hanse is a tool for analysing international trade flows. Hanse offers unique search capabilities at a highly detailed level to help identify critical trade relationships.",,,,,UN Statistics Division (UN Comtrade),,,,,,Global,Coffee; Palm oil,,,,,,,,,,"Puspitaloka,D., Pumomo, H. and Ekadinata, A. (2019) in TRADE Hub Indonesia. 2019. TRADE Hub Indonesia Scoping Studies. TRADE Hub.",,,,,,,,,,,7,
9,NAFTA trade flows ,https://blogs.thomsonr,,,Thomson Reuters,Unspecified,Data source,Trade,Trade within and outside NAFTA,Trade within and outside NAFTA.,,,,,UN Statistics Division (UN Comtrade),,,,,USA; Mexico; Canada,Regional; National,,,,,,,,,,,"Puspitaloka,D., Pumomo, H. and Ekadinata, A. (2019) in TRADE Hub Indonesia. 2019. TRADE Hub Indonesia Scoping Studies. TRADE Hub.",,,,,,,,,,,9,
10,NAICS (North  American Industry Classification System) related party database ,http://relatedparty.ftd.census.gov,,,US Census Bureau,Unspecified,Data source,Trade,Import and export value,Import and export value of countries who carried out trade with North American.,,,,,US Census Bureau,,,,,,Regional; National,Coffee; Palm oil,,,,,,,,,,"Puspitaloka,D., Pumomo, H. and Ekadinata, A. (2019) in TRADE Hub Indonesia. 2019. TRADE Hub Indonesia Scoping Studies. TRADE Hub.",,,,,,,,,,,10,
11,OECD.Stat ,http://stats.oecd.org/,OECD,,Organisation for Economic Co-operation and Development,Unspecified,Data source,Trade,"Country statistical profiles
Economic indicators
Agriculture and fisheries
Economic projections
Environment (including database of threatened species)
Finance
Globalisation
Industry and services
International trade and balance of payment
Labour
Prices and purchasing power parities
Productivity
Transport
Various data","Platform with data related to economic development and indicators, such as prices and purchasing power parities, finance, and interational trade and balance of payment.",,,,,"OECD
FAO
UN Statistics Division (UN Comtrade)
International Transport Forum (ITF)
Various sources",,,,,,Global,Coffee; Palm oil; Live animals,,,,,,,,,,"Puspitaloka,D., Pumomo, H. and Ekadinata, A. (2019) in TRADE Hub Indonesia. 2019. TRADE Hub Indonesia Scoping Studies. TRADE Hub.",,,,,,,,,,,11,
12,Resource Trade ,http://resourcetrade.earth,Chatham House,,"Chatham House; Global Landscape Initiative of the Institute on the Environment at the University of Minnesota
Applied Works","MAVA
UK Aid",Database; Visualisation / dashboard,Trade,Global trade flows,"Global trade flows platform. Trade platform with unique focus on impact of policy choices, risk, and producer and consumer overview.",,,,,UN Statistics Division (UN Comtrade); BACI; FAO; Reuters; Chatham House; USDA Foreign Agricultural Service; US Energy Information Administration; World Resources Institute; OECD; IFPRI; World Steel Association; USGS; BBC News; ICIS; Various literatures,,,,,,Global,Coffee; Palm oil,,,,,,,,,,"Puspitaloka,D., Pumomo, H. and Ekadinata, A. (2019) in TRADE Hub Indonesia. 2019. TRADE Hub Indonesia Scoping Studies. TRADE Hub.",,,,,,,,,,,12,
15,Species+ ,https://www.speciesplus.net/,UNEP-WCMC; CITES Secretariat,,UNEP-WCMC; CITES Secretariat,,Data source,Trade,"Species list
Associated quota and regulation for species trade","Species+, developed by UNEP-WCMC and the CITES Secretariat, is a website designed to assist Parties with implementing CITES, CMS and other multilateral environmental agreements (MEAs). Species+ provides a centralised portal for accessing key information on species of global concern.

In particular, Species+ contains information on all species that are listed in the Appendices of CITES and CMS, as well as other CMS Family listings and species included in the Annexes to the EU Wildlife Trade Regulations.",,,,,Governments; CITES Secretariat,,,,,,Global; Regional; National,Live animals,,,,,,,,,,"Puspitaloka,D., Pumomo, H. and Ekadinata, A. (2019) in TRADE Hub Indonesia. 2019. TRADE Hub Indonesia Scoping Studies. TRADE Hub.",,,,,,,,,,,15,
18,Atlas of Economic Complexity ,http://atlas.cid.harvard.edu,"Center for International Development (CID), Harvard University",,"Center for International Development (CID), Harvard University","Alejandro Santo Domingo
BBVA
CAV Development
Bank of Latin America
The Coppel Group
International Centre for Sports Security
Investec Asset Management
Mindteck
US International Trade Commission",Visualisation / dashboard; Other - Statistics,Trade,"Data visualization of global trade flows (export and import)
Country and product complexity rankings
Country profiles
Growth projection","The Atlas contains trade data for 250 countries and territories, classified into 20 categories of goods and 5 categories of services. Combined, this results in coverage of over 6000 products worldwide.

The raw trade data on goods are derived from countries’ reporting to the United Nations Statistical Division (COMTRADE). The trade data on services are from the International Monetary Fund (IMF) Direction of Trade Statistics database, via the World Development Indicators.",,,,,"UN Statistics Division (UN Comtrade)
IMF Direction of Trade Statistics database via the World Development Indicators",,,,,,Global,Coffee; Palm oil,,,,,,,,,,"Puspitaloka,D., Pumomo, H. and Ekadinata, A. (2019) in TRADE Hub Indonesia. 2019. TRADE Hub Indonesia Scoping Studies. TRADE Hub.",,,,,,,,,,,18,
19,Globe of Economic Complexity ,http://globe.cid.harvard.edu,"Center for International Development (CID), Harvard University",," Owen Cornec
 Romain Vuillemot
 Center for International Development Harvard",Unspecified,Other - Statistics; Visualisation / dashboard,Trade,Country export,This site visualizes the economies of each country as told by the products they export.,,,,,UN Statistics Division (UN Comtrade),,,,,,Global,Coffee; Palm oil,,,,,,,,,,"Puspitaloka,D., Pumomo, H. and Ekadinata, A. (2019) in TRADE Hub Indonesia. 2019. TRADE Hub Indonesia Scoping Studies. TRADE Hub.",,,,,,,,,,,19,
20,Observatory of Economic Complexity ,http://oec.world,,,"Alexander Simoes
MIT",Unspecified,Visualisation / dashboard,Trade,"Visualization and report on trade
Complexity and income inequality
Economic complexity ranking","Platform focused on data visualization of country’s export. The Observatory of Economic Complexity (OEC) is an online data visualization and distribution platform focused on the geography and dynamics of economic activities. The OEC integrates and distributes data from a variety of sources to empower analysts in the private sector, public sector, and academia.",,,,,"UN Statistics Division (UN Comtrade)
The Center for International Data from Robert Feenstra",,,,,,Global,Coffee; Palm oil,,,,,,,,,,"Puspitaloka,D., Pumomo, H. and Ekadinata, A. (2019) in TRADE Hub Indonesia. 2019. TRADE Hub Indonesia Scoping Studies. TRADE Hub.",,,,,,,,,,,20,
22,Trade Map Explorer,http://trademap.org,,,International Trade Center UNCTAD/WTO (ITC),Unspecified,Decision-support tool,Trade,Global trade data visualization,Platform with specific focus on export and import of CITES-listed species.,,,,," UN Statistics Division (UN Comtrade)
 National sources",,,,,,Global,Coffee; Palm oil,,,,,,,,,,"Puspitaloka,D., Pumomo, H. and Ekadinata, A. (2019) in TRADE Hub Indonesia. 2019. TRADE Hub Indonesia Scoping Studies. TRADE Hub.",,,,,,,,,,,22,
24,TrendEconomy ,https://trendeconomy.com,Trend Economy,,TrendEconomy,Unspecified,Data portal,Trade,"Global trade database
National data","Platform visualizes and provides data on supply chain, country and commodity profile, and logistics map.",,,,,"UN Statistics Division (UN Comtrade)
National sources",,,,,,Global,Coffee; Palm oil,,,,,,,,,,"Puspitaloka,D., Pumomo, H. and Ekadinata, A. (2019) in TRADE Hub Indonesia. 2019. TRADE Hub Indonesia Scoping Studies. TRADE Hub.",,,,,,,,,,,24,
25,UN Comtrade (database and Labs),http://comtrade.un.org,UN Statistics Division,,UN Statistics Division,Unspecified,Other - repository; Other - Statistics; Data portal; Flexible analysis platform,Trade,Global trade flows database,"Global trade database consisting of global and national trade data, which can be visualised or downloaded.Free access to detailed global trade data. UN Comtrade is a repository of official international trade statistics and relevant analytical tables. All data is accessible through API. Comtrade Labs is a place to showcase innovative and experimental uses of UN Comtrade data. Explore visualizations of huge volume of data and metadata, cutting-edge data extraction tools, and alternative dissemination platforms.",,,,,UN Statistics Division; national sources,,,,,,Global; National,Coffee; Palm oil,,Governments,,,,,,,,"Puspitaloka,D., Pumomo, H. and Ekadinata, A. (2019) in TRADE Hub Indonesia. 2019. TRADE Hub Indonesia Scoping Studies. TRADE Hub.",,,,,,,,,,,25,
28,UN data ,http://data.un.org,UN Statistics Division,Statistics Sweden; Gapminder Foundation; UN DESA,"UN Statistics Division
Statistics Sweden
Gapminder Foundation
 UN DESA",Swedish International Development Cooperation Agency (SIDA) (partial funding),Data portal,Trade,"Countries statistics, estimation and projections (eg agriculture, industry etc)","UNdata is a web-based data service for the global user community. It brings international statistical databases within easy reach of users through a single-entry point. Users can search and download a variety of statistical resources compiled by the United Nations (UN) statistical system and other international agencies. The numerous databases or tables collectively known as ""datamarts"" contain over 60 million data points and cover a wide range of statistical themes including agriculture, crime, communication, development assistance, education, energy, environment, finance, gender, health, labour market, manufacturing, national accounts, population and migration, science and technology, tourism, transport and trade.",,,,,"UN Statistics Division
UN Population Division
FAO
ILO
IMF
ITU (International Telecommunications Union)
UNAIDS
World Bank
UNESCO
UNICEF
UNDP
UNFCCC
UNHCR
UNIDO
UNODC
WHO
UNWTO
WMO (World Meteorological Organization)",,,,,,Global; Regional; National,Coffee; Palm oil,,,,,,,,,,"Puspitaloka,D., Pumomo, H. and Ekadinata, A. (2019) in TRADE Hub Indonesia. 2019. TRADE Hub Indonesia Scoping Studies. TRADE Hub.",,,,,,,,,,,28,
29,World Integrated Trade Solution (WITS) ,https://wits.worldbank.org,World Bank; UNCTAD; UNSD; WTO,,World Bank; UNCTAD; UNSD; WTO,Unspecified,Flexible analysis platform; Visualisation / dashboard,Trade,"Database and visualization on trade
Global and country network
Country profile
Tariff and non-tariff data","Platform for countries statistics, estimation and projection. This software allows users to access and retrieve information on trade and tariffs.",,,,,"UN Statistics Division (UN Comtrade)
UNCTAD
WTO",,,,,Global,Global,Coffee; Palm oil,,,,,,,,,,"Puspitaloka,D., Pumomo, H. and Ekadinata, A. (2019) in TRADE Hub Indonesia. 2019. TRADE Hub Indonesia Scoping Studies. TRADE Hub.",,,,,,,,,,,29,
196,Agroideal,https://agroideal.org/en/,"The Nature Conservancy, agrosatelite, supernova design, Fundacion ProYungas",,,,Flexible analysis platform,Trade; Sustainable business,Platform,"Agroideal is a groundbreaking initiative in the soy sector, in which companies, NGOs, banks and research institutions have joined efforts to develop a free online territorial intelligence decision making support system. The system helps asses risks associated with the expansion of cropland areas, searching for regions of high economic benefit and productivity, coupled with a low socio-environmental impact. This innovative system offers access to unprecedented information, that encourages the sector to use previously disturbed areas for production expansion. Agroideal is a tool designed so all stakeholders including, researchers, sector managers and the whole community can acquire knowledge of their territory and promote its sustainable development.",,,,,,,,,,"Brazil, Argentina",National; Regional,Soy; Beef,,,,,,,,,,Julia spreadsheet - platforms,,The objective is to help provide greater economic and productive performance coupled with low environmental and social impacts.,UNEP-WCMC,,,,,,,,196,
198,Bonsucro,https://www.bonsucro.com/what-is-bonsucro/,,,,,Other - initiative/organisation,Trade; Sustainable business,Platform,"Bonsucro is a global multistakeholder non-profit organisation that exists to promote sustainable sugarcane production, processing and trade around the world. Bonsucro supports a community of over 500 members in over 40 countries, from all elements of the sugarcane supply chain, including, farmers, millers, traders, buyers and support organisations.",,,,,,,,,,,Global,Sugar,,,,,,,,,,Julia spreadsheet - platforms,,"ensure that responsible sugarcane production creates lasting value for the people, communities, businesses, economies and eco-systems in all cane-growing origins. Bonsucro’s strategy builds a platform to accelerate change for the largest agricultural commodity in the world – sugarcane",UNEP-WCMC,,,,,,,,198,
199,Earth Time,https://earthtime.org/,"The Community Robotics, Education and Technology Empowerment Lab (CREATE Lab) ",,,,Flexible analysis platform,Trade; Earth observation,Platform,"EarthTime enables users to interact with visualizations of the Earth's transformation over time. Combining huge data sets with images captured by NASA satellites between 1984 and 2016, EarthTime brings to life patterns of natural change and human impact.",,,,,,,,,,Global,Global,Not specified,,,,,,,,,,Julia spreadsheet - platforms,,"EarthTime is underpinned by CREATE Lab's vision to promote data literacy, inspire meaningful dialogue, and democratize access to data for everyone in an inclusive and transparent way.",UNEP-WCMC,,,,,,,,199,
201,Global Forest Watch Pro,https://pro.globalforestwatch.org/about,Global Forest Watch and World Resources Institutes's,,,,Flexible analysis platform,Trade; Earth observation,Platform,"Global Forest Watch Pro (GFW Pro) is an online management application to support reducing deforestation in commodity supply chains. GFW Pro delivers critical decision-making analysis at the property, supply shed and portfolio levels. The platform also empowers users, from commodity field officers to financial Chief Risk Officers, to manage and monitor changes in deforestation risk. The application is built upon best-in-class, timely data from the Global Forest Watch Partnership and World Resources Institute’s scientific research.",,,,,,,,,,Global,Global; Regional; National; Local,Not specified,,,,,,,,,,Julia spreadsheet - platforms,,"Allows companies to manage geospatial data with ease through analysis and dashboards designed for commodity companies and banks’ day-to-day operations. Freely available to all, it unites users within complex commodity supply chains around a common approach to quantify and manage progress towards meeting deforestation commitments, adhere to commitments, and demonstrate regulatory compliance.",UNEP-WCMC,,,,,,,,201,
